arm,step,entropy,grad_norm,pg_loss,resp_len,reward,score,val_metric
SFT → RL (shaped),50,0.11901155859231949,5.009890079498291,0.03564646502491087,81.5,0.5078771114349365,0.5078771114349365,64.0
SFT → RL (shaped),51,0.10380515456199646,5.966912269592285,0.0022961231879889965,66.5625,0.5983749032020569,0.5983749032020569,
SFT → RL (shaped),52,0.09607594460248947,5.992321014404297,-0.0005018750671297312,70.3125,0.6995927095413208,0.6995927095413208,
SFT → RL (shaped),53,0.14512793719768524,6.734042167663574,0.003121852409094572,51.75,0.5288323760032654,0.5288323760032654,
SFT → RL (shaped),54,0.12698477506637573,2.6132893562316895,-0.009611021770979278,62.9375,0.34981924295425415,0.34981924295425415,
SFT → RL (shaped),55,0.08174136281013489,4.03594446182251,0.06670501083135605,71.4375,0.6197652816772461,0.6197652816772461,
SFT → RL (shaped),56,0.0991683080792427,4.783616542816162,-0.0011978773400187492,73.90625,0.6039723753929138,0.6039723753929138,
SFT → RL (shaped),57,0.0674457997083664,3.790795087814331,-0.0036064214073121548,69.34375,0.8575155138969421,0.8575155138969421,
SFT → RL (shaped),58,0.09490177035331726,4.226145267486572,0.012643904658034444,76.125,0.6842190027236938,0.6842190027236938,
SFT → RL (shaped),59,0.12040204554796219,2.54899263381958,-7.105059921741486e-06,62.71875,0.43132802844047546,0.43132802844047546,
SFT → RL (shaped),60,0.08798510581254959,2.8419482707977295,-0.00017587468028068542,82.28125,0.48255208134651184,0.48255208134651184,
SFT → RL (shaped),61,0.11845529079437256,3.6212351322174072,-0.006839313544332981,64.96875,0.5990195274353027,0.5990195274353027,
SFT → RL (shaped),62,0.12016630917787552,3.084909677505493,0.0406302260234952,90.9375,0.3988357484340668,0.3988357484340668,
SFT → RL (shaped),63,0.09288418292999268,6.132920265197754,-0.00023247767239809036,72.5625,0.6664007306098938,0.6664007306098938,
SFT → RL (shaped),64,0.09111273288726807,4.8238205909729,0.021454116329550743,71.5625,0.8188638687133789,0.8188638687133789,
SFT → RL (shaped),65,0.06952815502882004,3.7836623191833496,0.0023101349361240864,74.96875,0.7882485389709473,0.7882485389709473,
SFT → RL (shaped),66,0.0975508838891983,3.887329339981079,0.005912404507398605,60.75,0.8046936988830566,0.8046936988830566,
SFT → RL (shaped),67,0.0867452397942543,4.105246067047119,0.00024178391322493553,80.375,0.7594354748725891,0.7594354748725891,
SFT → RL (shaped),68,0.08200445026159286,4.789165019989014,-0.004185264930129051,78.125,0.6412702798843384,0.6412702798843384,
SFT → RL (shaped),69,0.08806665241718292,4.060558795928955,0.009971113875508308,71.15625,0.5867441892623901,0.5867441892623901,
SFT → RL (shaped),70,0.09940405189990997,5.338526725769043,0.027504343539476395,69.5625,0.49212121963500977,0.49212121963500977,
SFT → RL (shaped),71,0.08789107203483582,3.340312957763672,0.013561479863710701,73.6875,0.6366002559661865,0.6366002559661865,
SFT → RL (shaped),72,0.0630282461643219,3.958561897277832,0.009024219587445259,68.34375,0.8759948015213013,0.8759948015213013,
SFT → RL (shaped),73,0.08873149007558823,5.217710494995117,0.049463098868727684,72.5,0.5218070149421692,0.5218070149421692,
SFT → RL (shaped),74,0.06268415600061417,2.487602949142456,0.01500380877405405,78.78125,0.8489565253257751,0.8489565253257751,
SFT → RL (shaped),75,0.06950776278972626,3.934635639190674,-0.01525963470339775,73.65625,0.835382878780365,0.835382878780365,64.0
SFT → RL (shaped),76,0.10165942460298538,6.144739151000977,-0.03645502869039774,60.90625,0.5170798897743225,0.5170798897743225,
SFT → RL (shaped),77,0.05908150225877762,3.631113052368164,0.0030058459378778934,91.9375,0.46760547161102295,0.46760547161102295,
SFT → RL (shaped),78,0.08723941445350647,6.582147598266602,-0.0306903887540102,54.5,0.4938354790210724,0.4938354790210724,
SFT → RL (shaped),79,0.06714420765638351,4.1384806632995605,-0.00019677262753248215,76.65625,0.5911704897880554,0.5911704897880554,
SFT → RL (shaped),80,0.09924091398715973,5.029232978820801,-0.0014369571581482887,80.65625,0.4378127157688141,0.4378127157688141,
SFT → RL (shaped),81,0.08126602321863174,6.418630123138428,-0.00043820450082421303,55.15625,0.5888556838035583,0.5888556838035583,
SFT → RL (shaped),82,0.058287061750888824,2.838351249694824,0.011352299712598324,82.21875,0.5682017803192139,0.5682017803192139,
SFT → RL (shaped),83,0.049040786921978,4.048964977264404,0.010205473750829697,83.3125,0.7522764205932617,0.7522764205932617,
SFT → RL (shaped),84,0.07121016830205917,3.299207925796509,-0.0031210882589221,61.1875,0.4703795313835144,0.4703795313835144,
SFT → RL (shaped),85,0.07350020110607147,4.814001560211182,0.006495174020528793,56.71875,0.7688136696815491,0.7688136696815491,
SFT → RL (shaped),86,0.09831727296113968,4.082407474517822,0.015056569951411802,71.5,0.40416258573532104,0.40416258573532104,
SFT → RL (shaped),87,0.06605703383684158,5.186221599578857,0.038257475942373276,70.375,0.5753100514411926,0.5753100514411926,
SFT → RL (shaped),88,0.06455947458744049,4.887872695922852,-0.02916640229523182,82.375,0.5625158548355103,0.5625158548355103,
SFT → RL (shaped),89,0.06457236409187317,3.2885613441467285,-0.028886464424431324,58.875,0.6690239906311035,0.6690239906311035,
SFT → RL (shaped),90,0.08531602472066879,4.650811195373535,-0.0016544857062399387,66.0625,0.6660894155502319,0.6660894155502319,
SFT → RL (shaped),91,0.0605626180768013,1.5974390506744385,0.001402018591761589,70.75,0.6232236623764038,0.6232236623764038,
SFT → RL (shaped),92,0.061487454921007156,2.678046226501465,-0.016065035946667194,82.65625,0.6877673864364624,0.6877673864364624,
SFT → RL (shaped),93,0.0537613183259964,4.469630718231201,0.010162319988012314,77.25,0.502514123916626,0.502514123916626,
SFT → RL (shaped),94,0.09675281494855881,5.084709167480469,0.020089335273951292,73.875,0.387241929769516,0.387241929769516,
SFT → RL (shaped),95,0.060949597507715225,2.8909244537353516,-0.001725943060591817,72.5625,0.6690422296524048,0.6690422296524048,
SFT → RL (shaped),96,0.04542998969554901,1.6338756084442139,0.011090932413935661,92.96875,0.6876264214515686,0.6876264214515686,
SFT → RL (shaped),97,0.05178961530327797,3.2966995239257812,-0.0032324818894267082,77.28125,0.6855919361114502,0.6855919361114502,
SFT → RL (shaped),98,0.06180482357740402,1.8085715770721436,0.0008083379361778498,67.03125,0.7016811370849609,0.7016811370849609,
SFT → RL (shaped),99,0.04385717958211899,4.143276214599609,0.0022196155041456223,71.78125,0.653200626373291,0.653200626373291,
SFT → RL (shaped),100,0.0735231339931488,4.412752628326416,0.051345973275601864,77.40625,0.6056156754493713,0.6056156754493713,64.0
SFT → RL (shaped),101,0.062227632850408554,2.574787139892578,0.012279248097911477,78.6875,0.7093054056167603,0.7093054056167603,
SFT → RL (shaped),102,0.09934651106595993,6.244731903076172,-0.012921426503453404,64.9375,0.3510182201862335,0.3510182201862335,
SFT → RL (shaped),103,0.08505810052156448,3.259312629699707,0.0005065593868494034,67.21875,0.4624648094177246,0.4624648094177246,
SFT → RL (shaped),104,0.0659835934638977,5.017421245574951,0.01967434212565422,76.90625,0.44674354791641235,0.44674354791641235,
SFT → RL (shaped),105,0.05595487728714943,5.224976062774658,0.021449239924550056,77.0625,0.6728931665420532,0.6728931665420532,
SFT → RL (shaped),106,0.06798667460680008,3.934622287750244,0.009962108917534351,64.59375,0.5287773013114929,0.5287773013114929,
SFT → RL (shaped),107,0.047837793827056885,2.8244056701660156,0.005106772296130657,88.03125,0.6054965257644653,0.6054965257644653,
SFT → RL (shaped),108,0.05162524804472923,9.952089309692383,0.020395766012370586,75.1875,0.6115715503692627,0.6115715503692627,
SFT → RL (shaped),109,0.09164952486753464,5.706545352935791,0.03895438089966774,50.59375,0.5476782321929932,0.5476782321929932,
SFT → RL (shaped),110,0.09358442574739456,5.233128547668457,0.02360949758440256,77.34375,0.4617505669593811,0.4617505669593811,
SFT → RL (shaped),111,0.08897589147090912,5.6005706787109375,0.02301759400870651,66.8125,0.7380371689796448,0.7380371689796448,
SFT → RL (shaped),112,0.08019370585680008,7.3194756507873535,-0.013777943793684244,57.28125,0.693307638168335,0.693307638168335,
SFT → RL (shaped),113,0.060977816581726074,5.47174596786499,0.023572420235723257,56.4375,0.5695257186889648,0.5695257186889648,
SFT → RL (shaped),114,0.07349889725446701,4.283118724822998,-0.006418067961931229,64.25,0.6806588768959045,0.6806588768959045,
SFT → RL (shaped),115,0.05812044441699982,4.161801815032959,-0.019079893187154084,69.25,0.5014127492904663,0.5014127492904663,
SFT → RL (shaped),116,0.08324963599443436,5.816397190093994,0.013973643071949482,67.03125,0.47861894965171814,0.47861894965171814,
SFT → RL (shaped),117,0.06665807962417603,2.1637303829193115,-0.00495505053550005,78.375,0.37292584776878357,0.37292584776878357,
SFT → RL (shaped),118,0.05523309111595154,5.179080009460449,0.01960144191980362,78.3125,0.40647971630096436,0.40647971630096436,
SFT → RL (shaped),119,0.07162187248468399,2.850710391998291,-0.04121019830927253,83.15625,0.6164796948432922,0.6164796948432922,
SFT → RL (shaped),120,0.07797040790319443,5.236594200134277,0.02315016943612136,71.09375,0.5058998465538025,0.5058998465538025,
SFT → RL (shaped),121,0.06805545091629028,3.917468547821045,0.0024543439503759146,65.71875,0.5699483156204224,0.5699483156204224,
SFT → RL (shaped),122,0.06281310319900513,4.058831214904785,0.002904895693063736,78.28125,0.356781542301178,0.356781542301178,
SFT → RL (shaped),123,0.07657714933156967,4.288467884063721,0.0029959622770547867,58.8125,0.5824617147445679,0.5824617147445679,
SFT → RL (shaped),124,0.050905849784612656,5.344369888305664,0.024256113916635513,67.78125,0.5158944725990295,0.5158944725990295,
SFT → RL (shaped),125,0.04259207472205162,3.019730567932129,0.011186477961018682,68.03125,0.4907563626766205,0.4907563626766205,64.0
SFT → RL (shaped),126,0.06516751646995544,4.62104606628418,-0.010225798469036818,64.03125,0.49942463636398315,0.49942463636398315,
SFT → RL (shaped),127,0.045014090836048126,3.6460886001586914,-0.024143422953784466,74.03125,0.5736541152000427,0.5736541152000427,
SFT → RL (shaped),128,0.043179553002119064,4.762456893920898,-0.013326260726898909,63.3125,0.6809043884277344,0.6809043884277344,
SFT → RL (shaped),129,0.05103461444377899,3.819553852081299,-0.025522526120766997,72.90625,0.6413713693618774,0.6413713693618774,
SFT → RL (shaped),130,0.03914835676550865,3.8686063289642334,-0.00788406259380281,60.875,0.697929322719574,0.697929322719574,
SFT → RL (shaped),131,0.031934577971696854,5.430510997772217,0.030035262927412987,72.59375,0.604250967502594,0.604250967502594,
SFT → RL (shaped),132,0.03616410866379738,3.5215258598327637,0.008758658543229103,62.4375,0.6666532754898071,0.6666532754898071,
SFT → RL (shaped),133,0.05525767430663109,4.679072856903076,6.580539047718048e-05,68.40625,0.4510626792907715,0.4510626792907715,
SFT → RL (shaped),134,0.043894290924072266,4.015225410461426,-0.009507242124527693,74.15625,0.4866736829280853,0.4866736829280853,
SFT → RL (shaped),135,0.049158141016960144,3.69112491607666,-0.01306480064522475,69.875,0.7802110314369202,0.7802110314369202,
SFT → RL (shaped),136,0.04110003262758255,4.38258695602417,0.014221403282135725,68.8125,0.5670185089111328,0.5670185089111328,
SFT → RL (shaped),137,0.05605756491422653,3.8246867656707764,-0.004284420399926603,72.875,0.4457916021347046,0.4457916021347046,
SFT → RL (shaped),138,0.04873912036418915,4.462924957275391,0.021443874575197697,84.59375,0.625737726688385,0.625737726688385,
SFT → RL (shaped),139,0.062114980071783066,3.8591887950897217,-0.08750306908041239,58.375,0.2589665651321411,0.2589665651321411,
SFT → RL (shaped),140,0.06343987584114075,6.165507793426514,0.01710873853880912,62.46875,0.5274689197540283,0.5274689197540283,
SFT → RL (shaped),141,0.029669540002942085,5.0460124015808105,0.02421463862992823,66.3125,0.6972143054008484,0.6972143054008484,
SFT → RL (shaped),142,0.05837515741586685,3.747504472732544,-0.010529796592891216,54.0625,0.5392877459526062,0.5392877459526062,
SFT → RL (shaped),143,0.028088659048080444,2.158726453781128,0.008553221821784973,65.28125,0.6189440488815308,0.6189440488815308,
SFT → RL (shaped),144,0.04482836648821831,4.2811994552612305,0.012847024947404861,75.3125,0.5824096202850342,0.5824096202850342,
SFT → RL (shaped),145,0.030468527227640152,1.1246176958084106,-0.0009131878614425659,66.84375,0.5680825710296631,0.5680825710296631,
SFT → RL (shaped),146,0.028936263173818588,3.5669965744018555,0.004252962302416563,82.90625,0.5603151321411133,0.5603151321411133,
SFT → RL (shaped),147,0.05948928743600845,4.678305149078369,-0.0338418286992237,62.15625,0.23325732350349426,0.23325732350349426,
SFT → RL (shaped),148,0.040182385593652725,4.174788951873779,0.02674750704318285,58.6875,0.6757384538650513,0.6757384538650513,
SFT → RL (shaped),149,0.05173974856734276,5.250252723693848,0.03655175544554368,57.25,0.48356160521507263,0.48356160521507263,
SFT → RL (shaped),150,0.02852550707757473,4.807303428649902,0.005795003846287727,75.25,0.43774041533470154,0.43774041533470154,64.0
SFT → RL (shaped),151,0.05291742458939552,4.590905666351318,-0.009444154566153884,54.0,0.22682484984397888,0.22682484984397888,
SFT → RL (shaped),152,0.02241760864853859,3.197985887527466,0.0002057775855064392,71.0,0.5396363735198975,0.5396363735198975,
SFT → RL (shaped),153,0.020089352503418922,2.5075228214263916,0.016553170513361692,73.15625,0.801824688911438,0.801824688911438,
SFT → RL (shaped),154,0.035817962139844894,3.7254064083099365,0.002865872345864773,67.90625,0.6686345934867859,0.6686345934867859,
SFT → RL (shaped),155,0.0230606310069561,2.89567232131958,-0.008541192160919309,67.78125,0.4830162525177002,0.4830162525177002,
SFT → RL (shaped),156,0.03969473019242287,6.401658058166504,-0.007432021666318178,65.625,0.5025129318237305,0.5025129318237305,
SFT → RL (shaped),157,0.03899211809039116,5.470301628112793,0.00802689976990223,61.8125,0.5602827072143555,0.5602827072143555,
SFT → RL (shaped),158,0.04084086790680885,4.091333866119385,-0.021924213506281376,70.625,0.4617580771446228,0.4617580771446228,
SFT → RL (shaped),159,0.057235442101955414,5.874935626983643,-0.024363887263461947,67.34375,0.2929353415966034,0.2929353415966034,
SFT → RL (shaped),160,0.04796136915683746,5.010542392730713,-0.01977408118546009,65.8125,0.5345119833946228,0.5345119833946228,
SFT → RL (shaped),161,0.03309805318713188,4.6563920974731445,-0.011490751057863235,64.21875,0.6535450220108032,0.6535450220108032,
SFT → RL (shaped),162,0.03947535157203674,4.173460006713867,0.02416490879841149,71.875,0.19290053844451904,0.19290053844451904,
SFT → RL (shaped),163,0.019935090094804764,3.6854567527770996,0.020101984962821007,76.9375,0.5652698874473572,0.5652698874473572,
SFT → RL (shaped),164,0.0309311430901289,3.8327999114990234,0.02279677800834179,79.6875,0.41581231355667114,0.41581231355667114,
SFT → RL (shaped),165,0.05276525020599365,4.870432376861572,0.032077040523290634,53.40625,0.3133803606033325,0.3133803606033325,
SFT → RL (shaped),166,0.029882583767175674,3.792853832244873,-0.0183476954116486,81.53125,0.40790724754333496,0.40790724754333496,
SFT → RL (shaped),167,0.02641269750893116,5.993496417999268,0.0017139879055321217,57.3125,0.777472972869873,0.777472972869873,
SFT → RL (shaped),168,0.033512845635414124,4.18588924407959,-0.0431527104228735,71.65625,0.3966619372367859,0.3966619372367859,
SFT → RL (shaped),169,0.02195003628730774,2.2022180557250977,-0.005573256523348391,65.375,0.596073567867279,0.596073567867279,
SFT → RL (shaped),170,0.04258190467953682,5.096822261810303,-0.004620668012648821,69.21875,0.6083105802536011,0.6083105802536011,
SFT → RL (shaped),171,0.020317889750003815,3.4403557777404785,0.0028100262861698866,75.6875,0.5519194602966309,0.5519194602966309,
SFT → RL (shaped),172,0.031585052609443665,6.076796054840088,-0.06388209958095104,62.125,0.5943219661712646,0.5943219661712646,
SFT → RL (shaped),173,0.036744892597198486,6.1056365966796875,-0.00023225601762533188,64.5,0.5741944313049316,0.5741944313049316,
SFT → RL (shaped),174,0.04705731198191643,4.756975173950195,0.015207802876830101,76.0,0.5751068592071533,0.5751068592071533,
SFT → RL (shaped),175,0.04156332463026047,5.244668483734131,-0.026676020119339228,62.59375,0.5967438220977783,0.5967438220977783,64.0
SFT → RL (shaped),176,0.02668333426117897,3.2187092304229736,-0.02713490161113441,64.0,0.5491290092468262,0.5491290092468262,
SFT → RL (shaped),177,0.03991043567657471,4.313380241394043,-0.029495563823729753,60.53125,0.41330206394195557,0.41330206394195557,
SFT → RL (shaped),178,0.035427335649728775,3.987128496170044,-0.024958275258541107,71.5625,0.7047421932220459,0.7047421932220459,
SFT → RL (shaped),179,0.02642672322690487,3.643498182296753,-0.023321496322751045,63.71875,0.6401838660240173,0.6401838660240173,
SFT → RL (shaped),180,0.03204056993126869,3.6035349369049072,-0.011461835354566574,64.9375,0.34110862016677856,0.34110862016677856,
SFT → RL (shaped),181,0.03292433172464371,4.085048198699951,0.001498764380812645,70.1875,0.48903849720954895,0.48903849720954895,
SFT → RL (shaped),182,0.02594757080078125,3.55456280708313,0.044325344264507294,72.75,0.6356557607650757,0.6356557607650757,
SFT → RL (shaped),183,0.033856939524412155,4.938549041748047,0.02590708725620061,48.15625,0.614243745803833,0.614243745803833,
SFT → RL (shaped),184,0.02667633816599846,3.1229565143585205,-0.014618092216551304,69.40625,0.4954774081707001,0.4954774081707001,
SFT → RL (shaped),185,0.030543113127350807,4.720773696899414,-0.04055080469697714,60.625,0.53406822681427,0.53406822681427,
SFT → RL (shaped),186,0.04587298631668091,4.582615375518799,-0.00035289209336042404,70.5,0.2957440912723541,0.2957440912723541,
SFT → RL (shaped),187,0.01663154549896717,2.013136863708496,-0.017317377030849457,60.6875,0.7329156994819641,0.7329156994819641,
SFT → RL (shaped),188,0.018888939172029495,1.8600395917892456,3.0174851417541504e-07,59.1875,0.7368637323379517,0.7368637323379517,
SFT → RL (shaped),189,0.012434123083949089,2.544344663619995,-0.005619548261165619,86.4375,0.6485688090324402,0.6485688090324402,
SFT → RL (shaped),190,0.016521109268069267,2.174961566925049,0.0015849410556256771,76.03125,0.711513340473175,0.711513340473175,
SFT → RL (shaped),191,0.019847458228468895,1.9310356378555298,0.00426727719604969,71.0625,0.5688501596450806,0.5688501596450806,
SFT → RL (shaped),192,0.020334292203187943,2.398597240447998,0.026496621780097485,83.0,0.5643929243087769,0.5643929243087769,
SFT → RL (shaped),193,0.02099866233766079,3.1883153915405273,0.010484406258910894,59.59375,0.7212810516357422,0.7212810516357422,
SFT → RL (shaped),194,0.01625697687268257,2.449017286300659,0.0034321704879403114,62.0625,0.6421385407447815,0.6421385407447815,
SFT → RL (shaped),195,0.021691305562853813,4.645198822021484,0.036176408641040325,66.46875,0.5214599967002869,0.5214599967002869,
SFT → RL (shaped),196,0.028722433373332024,3.154629945755005,0.009740608773427084,84.09375,0.4604008197784424,0.4604008197784424,
SFT → RL (shaped),197,0.01938328519463539,3.1108689308166504,-0.05729588423855603,67.71875,0.6630358099937439,0.6630358099937439,
SFT → RL (shaped),198,0.025420954450964928,4.1004791259765625,0.004364205524325371,59.09375,0.5345287919044495,0.5345287919044495,
SFT → RL (shaped),199,0.04253809526562691,3.396369695663452,-0.04047660902142525,47.28125,0.41038867831230164,0.41038867831230164,
SFT → RL (shaped),200,0.022484345361590385,4.065971374511719,0.006687769666314125,55.46875,0.7636217474937439,0.7636217474937439,64.0
composite (strict BEq+),1,1.1085869073867798,0.0,0.0,107.296875,0.0,0.0,
composite (strict BEq+),2,1.2105834484100342,0.0,0.0,104.15625,0.0,0.0,
composite (strict BEq+),3,0.8998172283172607,0.0,0.0,115.578125,0.0,0.0,
composite (strict BEq+),4,1.1684019565582275,0.0,0.0,114.890625,0.0,0.0,
composite (strict BEq+),5,1.032420039176941,0.0,0.0,104.078125,0.0,0.0,
composite (strict BEq+),6,1.1883364915847778,0.0,0.0,102.609375,0.0,0.0,
composite (strict BEq+),7,1.080150842666626,0.0,0.0,110.859375,0.0,0.0,
composite (strict BEq+),8,1.1370490789413452,0.0,0.0,109.328125,0.0,0.0,
composite (strict BEq+),9,1.1155617237091064,0.0,0.0,101.609375,0.0,0.0,
composite (strict BEq+),10,1.094298005104065,0.5546364784240723,0.008324867114424706,109.796875,0.0015625000232830644,0.0015625000232830644,64.0
composite (strict BEq+),11,0.9967129230499268,0.0005384943215176463,0.0,113.375,0.0,0.0,
composite (strict BEq+),12,1.2503111362457275,0.0020070946775376797,0.0,110.296875,0.0,0.0,
composite (strict BEq+),13,1.2028366327285767,0.003316076472401619,0.0,107.953125,0.0,0.0,
composite (strict BEq+),14,0.996385395526886,0.006230396684259176,0.0,102.8125,0.0,0.0,
composite (strict BEq+),15,1.0803570747375488,0.0056691356003284454,0.0,101.8125,0.0,0.0,
composite (strict BEq+),16,1.0951132774353027,0.0044845216907560825,0.0,105.046875,0.0,0.0,
composite (strict BEq+),17,1.1637955904006958,0.004813503008335829,0.0,109.359375,0.0,0.0,
composite (strict BEq+),18,1.0182768106460571,0.005138418637216091,0.0,103.15625,0.0,0.0,
composite (strict BEq+),19,0.9604158997535706,0.003605662379413843,0.0,100.546875,0.0,0.0,
composite (strict BEq+),20,1.0405058860778809,1.020970344543457,0.008511254098266363,93.703125,0.0062500000931322575,0.0062500000931322575,64.0
composite (strict BEq+),21,0.773224413394928,1.910057783126831,0.0034016824793070555,84.359375,0.015625,0.015625,
composite (strict BEq+),22,0.9590782523155212,1.172074317932129,0.039035160560160875,103.203125,0.0078125,0.0078125,
composite (strict BEq+),23,0.881376326084137,1.3094221353530884,0.008653922472149134,109.984375,0.0078125,0.0078125,
