series,label,step,train_loss
distilled,All teacher targets,80,0.290034
distilled,All teacher targets,81,0.328042
distilled,All teacher targets,82,0.285407
distilled,All teacher targets,83,0.301044
distilled,All teacher targets,84,0.286801
distilled,All teacher targets,85,0.284014
distilled,All teacher targets,86,0.292922
distilled,All teacher targets,87,0.301428
distilled,All teacher targets,88,0.321041
distilled,All teacher targets,89,0.321033
distilled,All teacher targets,90,0.303582
distilled,All teacher targets,91,0.276709
distilled,All teacher targets,92,0.302673
distilled,All teacher targets,93,0.308030
distilled,All teacher targets,94,0.294835
distilled,All teacher targets,95,0.275840
distilled,All teacher targets,96,0.270649
distilled,All teacher targets,97,0.292029
distilled,All teacher targets,98,0.296524
distilled,All teacher targets,99,0.290899
distilled,All teacher targets,100,0.295447
distilled,All teacher targets,101,0.306162
distilled,All teacher targets,102,0.292547
distilled,All teacher targets,103,0.300279
distilled,All teacher targets,104,0.304904
distilled,All teacher targets,105,0.290358
distilled,All teacher targets,106,0.177487
distilled,All teacher targets,107,0.180059
distilled,All teacher targets,108,0.180063
distilled,All teacher targets,109,0.163650
distilled,All teacher targets,110,0.162187
distilled,All teacher targets,111,0.161429
distilled,All teacher targets,112,0.154465
distilled,All teacher targets,113,0.157427
distilled,All teacher targets,114,0.157590
distilled,All teacher targets,115,0.149887
distilled,All teacher targets,116,0.152385
distilled,All teacher targets,117,0.164719
distilled,All teacher targets,118,0.162899
distilled,All teacher targets,119,0.149698
distilled,All teacher targets,120,0.163548
distilled,All teacher targets,121,0.142661
distilled,All teacher targets,122,0.154124
distilled,All teacher targets,123,0.166139
distilled,All teacher targets,124,0.162995
distilled,All teacher targets,125,0.151865
distilled,All teacher targets,126,0.150138
distilled,All teacher targets,127,0.161273
distilled,All teacher targets,128,0.143754
distilled,All teacher targets,129,0.153334
distilled,All teacher targets,130,0.149447
distilled,All teacher targets,131,0.141992
distilled,All teacher targets,132,0.153134
distilled,All teacher targets,133,0.158524
distilled,All teacher targets,134,0.153661
distilled,All teacher targets,135,0.149410
distilled,All teacher targets,136,0.155526
distilled,All teacher targets,137,0.168794
distilled,All teacher targets,138,0.157345
distilled,All teacher targets,139,0.149304
distilled,All teacher targets,140,0.153248
distilled,All teacher targets,141,0.079750
distilled,All teacher targets,142,0.074320
distilled,All teacher targets,143,0.073986
distilled,All teacher targets,144,0.086057
distilled,All teacher targets,145,0.073311
distilled,All teacher targets,146,0.071960
distilled,All teacher targets,147,0.066508
distilled,All teacher targets,148,0.072480
distilled,All teacher targets,149,0.069169
distilled,All teacher targets,150,0.064361
distilled,All teacher targets,151,0.068626
distilled,All teacher targets,152,0.067216
distilled,All teacher targets,153,0.066000
distilled,All teacher targets,154,0.067263
distilled,All teacher targets,155,0.067022
distilled,All teacher targets,156,0.069729
distilled,All teacher targets,157,0.062225
distilled,All teacher targets,158,0.061512
distilled,All teacher targets,159,0.064735
distilled,All teacher targets,160,0.063632
distilled,All teacher targets,161,0.065020
distilled,All teacher targets,162,0.056921
distilled,All teacher targets,163,0.058164
distilled,All teacher targets,164,0.067431
distilled,All teacher targets,165,0.055918
distilled,All teacher targets,166,0.062399
distilled,All teacher targets,167,0.062974
distilled,All teacher targets,168,0.052079
distilled,All teacher targets,169,0.060114
distilled,All teacher targets,170,0.061686
distilled,All teacher targets,171,0.064734
distilled,All teacher targets,172,0.067977
distilled,All teacher targets,173,0.059061
distilled,All teacher targets,174,0.059042
distilled,All teacher targets,175,0.060471
distilled,All teacher targets,176,0.033055
distilled,All teacher targets,177,0.031847
distilled,All teacher targets,178,0.031659
distilled,All teacher targets,179,0.029921
distilled,All teacher targets,180,0.027311
distilled,All teacher targets,181,0.025692
distilled,All teacher targets,182,0.025602
distilled,All teacher targets,183,0.026904
distilled,All teacher targets,184,0.025943
distilled,All teacher targets,185,0.026117
distilled,All teacher targets,186,0.028394
distilled,All teacher targets,187,0.023345
distilled,All teacher targets,188,0.025625
distilled,All teacher targets,189,0.025445
distilled,All teacher targets,190,0.024866
distilled,All teacher targets,191,0.025914
distilled,All teacher targets,192,0.027277
distilled,All teacher targets,193,0.024551
distilled,All teacher targets,194,0.027572
distilled,All teacher targets,195,0.025340
distilled,All teacher targets,196,0.025390
distilled,All teacher targets,197,0.026049
distilled,All teacher targets,198,0.023251
distilled,All teacher targets,199,0.023673
distilled,All teacher targets,200,0.025381
distilled,All teacher targets,201,0.023336
distilled,All teacher targets,202,0.022447
distilled,All teacher targets,203,0.027053
distilled,All teacher targets,204,0.022850
distilled,All teacher targets,205,0.023523
distilled,All teacher targets,206,0.024470
distilled,All teacher targets,207,0.023946
distilled,All teacher targets,208,0.023582
distilled,All teacher targets,209,0.024782
distilled,All teacher targets,210,0.025526
beqok,BEq+-valid targets only,1,1.601876
beqok,BEq+-valid targets only,2,1.649134
beqok,BEq+-valid targets only,3,1.581305
beqok,BEq+-valid targets only,4,1.288502
beqok,BEq+-valid targets only,5,1.126404
beqok,BEq+-valid targets only,6,1.058911
beqok,BEq+-valid targets only,7,0.948302
beqok,BEq+-valid targets only,8,0.972437
beqok,BEq+-valid targets only,9,0.925349
beqok,BEq+-valid targets only,10,0.895651
beqok,BEq+-valid targets only,11,0.833199
beqok,BEq+-valid targets only,12,0.799276
beqok,BEq+-valid targets only,13,0.780500
beqok,BEq+-valid targets only,14,0.728613
beqok,BEq+-valid targets only,15,0.773825
beqok,BEq+-valid targets only,16,0.718681
beqok,BEq+-valid targets only,17,0.711494
beqok,BEq+-valid targets only,18,0.716320
beqok,BEq+-valid targets only,19,0.683323
beqok,BEq+-valid targets only,20,0.687486
beqok,BEq+-valid targets only,21,0.681464
beqok,BEq+-valid targets only,22,0.675273
beqok,BEq+-valid targets only,23,0.649895
beqok,BEq+-valid targets only,24,0.703726
beqok,BEq+-valid targets only,25,0.608412
beqok,BEq+-valid targets only,26,0.674340
beqok,BEq+-valid targets only,27,0.645034
beqok,BEq+-valid targets only,28,0.636202
beqok,BEq+-valid targets only,29,0.550283
beqok,BEq+-valid targets only,30,0.554789
beqok,BEq+-valid targets only,31,0.506028
beqok,BEq+-valid targets only,32,0.486770
beqok,BEq+-valid targets only,33,0.539750
beqok,BEq+-valid targets only,34,0.494697
beqok,BEq+-valid targets only,35,0.494924
beqok,BEq+-valid targets only,36,0.518227
beqok,BEq+-valid targets only,37,0.495719
beqok,BEq+-valid targets only,38,0.448138
beqok,BEq+-valid targets only,39,0.478189
beqok,BEq+-valid targets only,40,0.471902
beqok,BEq+-valid targets only,41,0.502875
beqok,BEq+-valid targets only,42,0.488043
beqok,BEq+-valid targets only,43,0.457986
beqok,BEq+-valid targets only,44,0.494229
beqok,BEq+-valid targets only,45,0.475052
beqok,BEq+-valid targets only,46,0.470110
beqok,BEq+-valid targets only,47,0.468870
beqok,BEq+-valid targets only,48,0.495749
beqok,BEq+-valid targets only,49,0.481300
beqok,BEq+-valid targets only,50,0.456899
beqok,BEq+-valid targets only,51,0.450029
beqok,BEq+-valid targets only,52,0.496835
beqok,BEq+-valid targets only,53,0.463672
beqok,BEq+-valid targets only,54,0.452717
beqok,BEq+-valid targets only,55,0.477398
beqok,BEq+-valid targets only,56,0.399378
beqok,BEq+-valid targets only,57,0.353379
beqok,BEq+-valid targets only,58,0.294976
beqok,BEq+-valid targets only,59,0.328332
beqok,BEq+-valid targets only,60,0.307665
beqok,BEq+-valid targets only,61,0.283448
beqok,BEq+-valid targets only,62,0.289568
beqok,BEq+-valid targets only,63,0.330696
beqok,BEq+-valid targets only,64,0.315154
beqok,BEq+-valid targets only,65,0.296489
beqok,BEq+-valid targets only,66,0.285578
beqok,BEq+-valid targets only,67,0.296962
beqok,BEq+-valid targets only,68,0.286168
beqok,BEq+-valid targets only,69,0.303397
beqok,BEq+-valid targets only,70,0.322091
beqok,BEq+-valid targets only,71,0.312638
beqok,BEq+-valid targets only,72,0.276803
beqok,BEq+-valid targets only,73,0.300308
beqok,BEq+-valid targets only,74,0.291625
beqok,BEq+-valid targets only,75,0.297687
beqok,BEq+-valid targets only,76,0.284993
beqok,BEq+-valid targets only,77,0.281791
beqok,BEq+-valid targets only,78,0.285651
beqok,BEq+-valid targets only,79,0.311675
beqok,BEq+-valid targets only,80,0.277239
beqok,BEq+-valid targets only,81,0.308669
beqok,BEq+-valid targets only,82,0.311932
beqok,BEq+-valid targets only,83,0.289830
beqok,BEq+-valid targets only,84,0.310434
beqok,BEq+-valid targets only,85,0.179175
beqok,BEq+-valid targets only,86,0.163617
beqok,BEq+-valid targets only,87,0.163153
beqok,BEq+-valid targets only,88,0.159956
beqok,BEq+-valid targets only,89,0.168670
beqok,BEq+-valid targets only,90,0.162158
beqok,BEq+-valid targets only,91,0.146513
beqok,BEq+-valid targets only,92,0.161905
beqok,BEq+-valid targets only,93,0.148667
beqok,BEq+-valid targets only,94,0.151331
beqok,BEq+-valid targets only,95,0.168293
beqok,BEq+-valid targets only,96,0.158819
beqok,BEq+-valid targets only,97,0.162869
beqok,BEq+-valid targets only,98,0.171782
beqok,BEq+-valid targets only,99,0.160338
beqok,BEq+-valid targets only,100,0.154240
beqok,BEq+-valid targets only,101,0.147321
beqok,BEq+-valid targets only,102,0.167011
beqok,BEq+-valid targets only,103,0.151448
beqok,BEq+-valid targets only,104,0.159478
beqok,BEq+-valid targets only,105,0.146905
beqok,BEq+-valid targets only,106,0.155044
beqok,BEq+-valid targets only,107,0.169918
beqok,BEq+-valid targets only,108,0.144031
beqok,BEq+-valid targets only,109,0.156551
beqok,BEq+-valid targets only,110,0.155683
beqok,BEq+-valid targets only,111,0.148724
beqok,BEq+-valid targets only,112,0.151448
beqok,BEq+-valid targets only,113,0.087692
beqok,BEq+-valid targets only,114,0.089377
beqok,BEq+-valid targets only,115,0.067846
beqok,BEq+-valid targets only,116,0.072432
beqok,BEq+-valid targets only,117,0.071836
beqok,BEq+-valid targets only,118,0.071568
beqok,BEq+-valid targets only,119,0.077068
beqok,BEq+-valid targets only,120,0.071791
beqok,BEq+-valid targets only,121,0.073710
beqok,BEq+-valid targets only,122,0.070751
beqok,BEq+-valid targets only,123,0.068804
beqok,BEq+-valid targets only,124,0.067058
beqok,BEq+-valid targets only,125,0.073805
beqok,BEq+-valid targets only,126,0.063852
beqok,BEq+-valid targets only,127,0.069089
beqok,BEq+-valid targets only,128,0.071521
beqok,BEq+-valid targets only,129,0.070531
beqok,BEq+-valid targets only,130,0.067919
beqok,BEq+-valid targets only,131,0.067862
beqok,BEq+-valid targets only,132,0.070071
beqok,BEq+-valid targets only,133,0.069716
beqok,BEq+-valid targets only,134,0.062663
beqok,BEq+-valid targets only,135,0.070306
beqok,BEq+-valid targets only,136,0.066668
beqok,BEq+-valid targets only,137,0.066444
beqok,BEq+-valid targets only,138,0.065948
beqok,BEq+-valid targets only,139,0.067603
beqok,BEq+-valid targets only,140,0.064920
beqok,BEq+-valid targets only,141,0.035364
beqok,BEq+-valid targets only,142,0.029737
beqok,BEq+-valid targets only,143,0.030101
beqok,BEq+-valid targets only,144,0.030144
beqok,BEq+-valid targets only,145,0.031073
beqok,BEq+-valid targets only,146,0.031227
beqok,BEq+-valid targets only,147,0.032791
beqok,BEq+-valid targets only,148,0.029767
beqok,BEq+-valid targets only,149,0.030030
beqok,BEq+-valid targets only,150,0.029817
beqok,BEq+-valid targets only,151,0.028810
beqok,BEq+-valid targets only,152,0.029132
beqok,BEq+-valid targets only,153,0.027372
beqok,BEq+-valid targets only,154,0.029543
beqok,BEq+-valid targets only,155,0.027504
beqok,BEq+-valid targets only,156,0.027658
beqok,BEq+-valid targets only,157,0.025750
beqok,BEq+-valid targets only,158,0.028105
beqok,BEq+-valid targets only,159,0.029180
beqok,BEq+-valid targets only,160,0.026701
beqok,BEq+-valid targets only,161,0.026415
beqok,BEq+-valid targets only,162,0.025924
beqok,BEq+-valid targets only,163,0.028803
beqok,BEq+-valid targets only,164,0.027579
beqok,BEq+-valid targets only,165,0.027250
beqok,BEq+-valid targets only,166,0.026471
beqok,BEq+-valid targets only,167,0.027380
beqok,BEq+-valid targets only,168,0.027804
beqok,BEq+-valid targets only,169,0.015046
beqok,BEq+-valid targets only,170,0.012323
beqok,BEq+-valid targets only,171,0.012297
beqok,BEq+-valid targets only,172,0.013883
beqok,BEq+-valid targets only,173,0.012757
beqok,BEq+-valid targets only,174,0.012354
beqok,BEq+-valid targets only,175,0.013017
beqok,BEq+-valid targets only,176,0.012233
beqok,BEq+-valid targets only,177,0.011387
beqok,BEq+-valid targets only,178,0.011444
beqok,BEq+-valid targets only,179,0.011806
beqok,BEq+-valid targets only,180,0.012140
beqok,BEq+-valid targets only,181,0.011946
beqok,BEq+-valid targets only,182,0.011724
beqok,BEq+-valid targets only,183,0.010881
beqok,BEq+-valid targets only,184,0.011105
beqok,BEq+-valid targets only,185,0.011233
beqok,BEq+-valid targets only,186,0.010436
beqok,BEq+-valid targets only,187,0.010788
beqok,BEq+-valid targets only,188,0.012034
beqok,BEq+-valid targets only,189,0.012113
beqok,BEq+-valid targets only,190,0.010395
beqok,BEq+-valid targets only,191,0.010315
beqok,BEq+-valid targets only,192,0.010500
beqok,BEq+-valid targets only,193,0.009931
beqok,BEq+-valid targets only,194,0.010980
beqok,BEq+-valid targets only,195,0.009332
beqok,BEq+-valid targets only,196,0.010764
beqok,BEq+-valid targets only,197,0.006510
beqok,BEq+-valid targets only,198,0.006046
beqok,BEq+-valid targets only,199,0.006396
beqok,BEq+-valid targets only,200,0.005635
beqok,BEq+-valid targets only,201,0.006021
beqok,BEq+-valid targets only,202,0.006068
beqok,BEq+-valid targets only,203,0.006293
beqok,BEq+-valid targets only,204,0.005477
beqok,BEq+-valid targets only,205,0.005548
beqok,BEq+-valid targets only,206,0.005301
beqok,BEq+-valid targets only,207,0.005957
beqok,BEq+-valid targets only,208,0.005421
beqok,BEq+-valid targets only,209,0.005885
beqok,BEq+-valid targets only,210,0.005358
beqok,BEq+-valid targets only,211,0.005673
beqok,BEq+-valid targets only,212,0.005544
beqok,BEq+-valid targets only,213,0.005317
beqok,BEq+-valid targets only,214,0.005809
beqok,BEq+-valid targets only,215,0.005532
beqok,BEq+-valid targets only,216,0.005802
beqok,BEq+-valid targets only,217,0.005393
beqok,BEq+-valid targets only,218,0.004914
beqok,BEq+-valid targets only,219,0.005294
beqok,BEq+-valid targets only,220,0.005719
beqok,BEq+-valid targets only,221,0.005406
beqok,BEq+-valid targets only,222,0.005583
beqok,BEq+-valid targets only,223,0.005279
beqok,BEq+-valid targets only,224,0.005717
beqok,BEq+-valid targets only,225,0.004409
beqok,BEq+-valid targets only,226,0.004187
beqok,BEq+-valid targets only,227,0.004246
beqok,BEq+-valid targets only,228,0.004013
beqok,BEq+-valid targets only,229,0.004225
beqok,BEq+-valid targets only,230,0.004173
beqok,BEq+-valid targets only,231,0.004128
beqok,BEq+-valid targets only,232,0.003924
beqok,BEq+-valid targets only,233,0.004176
beqok,BEq+-valid targets only,234,0.003663
beqok,BEq+-valid targets only,235,0.003792
beqok,BEq+-valid targets only,236,0.004197
beqok,BEq+-valid targets only,237,0.003677
beqok,BEq+-valid targets only,238,0.004299
beqok,BEq+-valid targets only,239,0.004480
beqok,BEq+-valid targets only,240,0.003732
beqok,BEq+-valid targets only,241,0.003942
beqok,BEq+-valid targets only,242,0.003822
beqok,BEq+-valid targets only,243,0.004066
beqok,BEq+-valid targets only,244,0.004318
beqok,BEq+-valid targets only,245,0.003811
beqok,BEq+-valid targets only,246,0.003992
beqok,BEq+-valid targets only,247,0.003873
beqok,BEq+-valid targets only,248,0.004317
beqok,BEq+-valid targets only,249,0.003853
beqok,BEq+-valid targets only,250,0.004263
beqok,BEq+-valid targets only,251,0.004245
beqok,BEq+-valid targets only,252,0.003969
